newid;admin2;month;year;amount;comm;ym;_freq;fatalities;conflict;battles;explosions;protests;riots;strategic_developments;va_civilians;remit;pop;logpop;freq;lag1conf;lag2conf;lag1exp;lag2exp;lag1battles;lag2battles;lag1sd;lag2sd;lag1va;lag2va;pcode;rfe;ndvi;precipitation;tdi;vdi;cdi;logcdi;logpdi;district_avg;temp;temp_anomaly;drought_category;drought_dummy;normal;conflict_affected;dconflict8;event;sd;yd;dconflict;dexp3;dbattles;sdummy;dva3;violent;violent1;_est_first;_est_second
1;Afgooye;1;2017;44022;2240,28;2017m1;260;57;22;10;6;0;0;0;6;10,69244;238655;12,38277;5,560682;;;;;;;;;;;2302;0;0,352333;0,19;0,53;0,74;0,27;-1,309333;-1,660731;37,36931;39,8553;2,48595;1;1;0;1;1;1;0;684;1;1;1;0;1;22;1;1;1
1;Afgooye;2;2017;39168;2123,19;2017m2;241;24;15;10;3;0;0;0;2;10,57562;238655;12,38277;5,484797;22;;6;;10;;0;;6;;2302;1,104;0,234333;0,33;0,53;0,9;0,38;-0,967584;-1,108663;37,36931;41,097;3,727673;1;1;0;1;1;1;0;685;1;1;1;0;0;15;1;1;1
1;Afgooye;3;2017;80571,7;3278,61;2017m3;275;8;9;4;1;0;0;0;4;11,2969;238655;12,38277;5,616771;15;22;3;6;10;10;0;0;2;6;2302;0;0,194333;0,41;0,48;0,72;0,43;-0,8439701;-0,8915981;37,36931;43,7751;6,405792;2;1;0;1;1;1;0;686;1;0;1;0;1;9;1;1;1
1;Afgooye;4;2017;60920;2982,55;2017m4;268;14;19;9;7;0;0;1;2;11,01732;238655;12,38277;5,590987;9;15;1;3;4;10;0;0;4;2;2302;82,622;0,221333;0,61;0,45;0,51;0,57;-0,5621189;-0,4942963;37,36931;43,6783;6,30896;2;1;0;1;1;1;1;687;1;1;1;1;0;19;1;1;1
1;Afgooye;5;2017;64759;3452,4;2017m5;372;47;21;13;3;0;0;1;4;11,07843;238655;12,38277;5,918894;19;9;7;1;9;4;1;0;2;4;2302;47,97;0,260667;0,46;0,51;0,54;0,47;-0,7550226;-0,7765288;37,36931;36,5732;-0,7960625;2;1;0;1;1;1;1;688;1;1;1;1;1;21;1;1;1
1;Afgooye;6;2017;82427;3697,38;2017m6;447;62;25;8;12;0;0;1;4;11,31967;238655;12,38277;6,102559;21;19;3;7;13;9;1;1;4;2;2302;14,657;0,348667;0,46;0,5;0,56;0,47;-0,7550226;-0,7765288;37,36931;35,1686;-2,200695;2;1;0;1;1;1;1;689;1;1;1;1;1;25;1;1;1
1;Afgooye;7;2017;49439;2467,78;2017m7;243;28;26;11;10;0;1;1;3;10,80849;238655;12,38277;5,493062;25;21;12;3;8;13;1;1;4;4;2302;0,126;0,288667;0,44;0,51;0,55;0,46;-0,7765288;-0,8209805;37,36931;33,3919;-3,977413;2;1;0;1;1;1;1;690;1;1;1;1;1;25;1;1;1
1;Afgooye;8;2017;59813;2894,04;2017m8;273;42;26;9;6;1;0;2;8;10,99898;238655;12,38277;5,609472;26;25;10;12;11;8;1;1;3;4;2302;17,757;0,246;0,46;0,52;0,54;0,48;-0,7339692;-0,7765288;37,36931;35,0424;-2,326897;2;1;0;1;1;1;1;691;1;1;1;1;1;25;1;1;1
1;Afgooye;9;2017;30175;1613,4;2017m9;214;69;28;6;13;2;0;3;4;10,31477;238655;12,38277;5,365976;26;26;6;10;9;11;2;1;8;3;2302;0,061;0,249667;0,45;0,54;0,53;0,48;-0,7339692;-0,7985078;37,36931;39,0366;1,667286;2;1;0;1;1;1;1;692;1;1;1;1;1;26;1;1;1
1;Afgooye;10;2017;50874;2666,78;2017m10;276;94;42;28;8;0;0;4;2;10,83711;238655;12,38277;5,620401;28;26;13;6;6;9;3;2;4;8;2302;36,679;0,234;0,34;0,53;0,53;0,39;-0,9416085;-1,07881;37,36931;41,1703;3,800949;1;1;0;1;1;1;1;693;1;1;1;1;0;42;1;1;1
1;Afgooye;11;2017;32017;1745,01;2017m11;222;127;23;11;7;0;0;3;2;10,37402;238655;12,38277;5,402678;42;28;8;13;28;6;4;3;2;4;2302;90,469;0,253333;0,6;0,49;0,51;0,58;-0,5447272;-0,5108256;37,36931;39,4024;2,033112;2;1;0;1;1;1;1;694;1;1;1;1;0;23;1;1;1
1;Afgooye;12;2017;42536;2112,63;2017m12;250;52;18;10;3;0;1;0;4;10,65811;238655;12,38277;5,521461;23;42;7;8;11;28;3;4;2;2;2302;0;0,381;0,72;0,48;0,48;0,66;-0,4155154;-0,328504;37,36931;37,4971;0,1278152;2;1;0;1;1;1;0;695;1;1;1;0;1;17;1;1;1
1;Afgooye;1;2018;47254;2435,53;2018m1;244;29;18;10;3;0;0;0;5;10,76329;262836;12,47929;5,497168;18;23;3;7;10;11;0;3;4;2;2302;0;0,289333;0,72;0,73;0,5;0,73;-0,3147107;-0,328504;37,36931;38,413;1,043648;2;1;0;1;1;1;0;696;1;1;1;0;1;18;1;1;1
1;Afgooye;2;2018;45420;2220;2018m2;227;38;32;17;9;1;0;2;3;10,72371;262836;12,47929;5,42495;18;18;3;3;10;10;0;0;5;4;2302;0;0,222;0,55;0,92;0,53;0,64;-0,4462871;-0,597837;37,36931;40,6508;3,281483;2;1;0;1;1;1;1;697;1;1;1;1;1;31;1;1;1
1;Afgooye;3;2018;73165,3;3204,24;2018m3;296;43;18;9;5;0;0;1;3;11,20048;262836;12,47929;5,69036;32;18;9;3;17;10;2;0;3;5;2302;11,952;0,213667;0,85;0,93;0,53;0,87;-0,1392621;-0,1625189;37,36931;41,5992;4,229881;3;0;0;1;1;1;1;698;1;1;1;1;1;18;1;1;1
1;Afgooye;4;2018;50892;2618,68;2018m4;236;28;13;6;5;0;0;0;2;10,83746;262836;12,47929;5,463832;18;32;5;9;9;17;1;2;3;3;2302;215,866;0,219667;1,88;1,01;0,53;1,66;0,5068176;0,6312718;37,36931;39,1076;1,738312;4;0;1;1;1;1;0;699;1;1;1;0;0;13;1;1;1
1;Afgooye;5;2018;88475,7;4085,66;2018m5;430;82;17;4;12;0;0;0;1;11,39048;262836;12,47929;6,063785;13;18;5;5;6;9;0;1;2;3;2302;161,591;0,411667;2,57;1,39;0,83;2,28;0,8241754;0,9439059;37,36931;32,7362;-4,633064;4;0;1;1;1;1;0;700;1;1;1;0;0;17;1;1;1
1;Afgooye;6;2018;57382;2638,01;2018m6;356;32;18;13;3;0;0;0;2;10,95749;262836;12,47929;5,874931;17;13;12;5;4;6;0;0;1;2;2302;14,743;0,529667;2,15;1,58;1,13;2,01;0,6981347;0,7654679;37,36931;28,7597;-8,609612;4;0;1;1;1;1;0;701;1;1;1;0;0;18;1;1;1
1;Afgooye;7;2018;49312;2367,67;2018m7;215;22;17;8;6;0;0;0;3;10,80592;262836;12,47929;5,370638;18;17;3;12;13;4;0;0;2;1;2302;17,322;0,509667;2,14;1,53;1,48;1,98;0,6830968;0,7608059;37,36931;31,4632;-5,906147;4;0;1;1;1;1;0;702;1;1;1;0;1;17;1;1;1
1;Afgooye;8;2018;81963;3266,94;2018m8;264;47;21;11;9;0;0;0;1;11,31402;262836;12,47929;5,575949;17;18;6;3;8;13;0;0;3;2;2302;0,035;0,325333;2,03;1,51;1,51;1,9;0,6418539;0,7080358;37,36931;33,109;-4,260323;4;0;1;1;1;1;0;703;1;1;1;0;0;21;1;1;1
1;Afgooye;9;2018;48599;2276,83;2018m9;224;22;16;8;6;0;0;0;2;10,79136;262836;12,47929;5,411646;21;17;9;6;11;8;0;0;1;3;2302;0;0,307333;1,58;1,27;1,5;1,5;0,4054651;0,4574249;37,36931;40,0667;2,697411;4;0;1;1;1;1;0;704;1;1;1;0;0;16;1;1;1
1;Afgooye;10;2018;60140;2881,2;2018m10;246;23;21;11;5;0;1;0;4;11,00443;262836;12,47929;5,505332;16;21;6;9;8;11;0;0;2;1;2302;76,73;0,271667;0,76;0,94;1,3;0,8;-0,2231435;-0,2744369;37,36931;41,3888;4,019501;2;1;0;1;1;1;0;705;1;1;1;0;1;20;1;1;1
1;Afgooye;11;2018;34863;1922,9;2018m11;239;6;14;5;3;0;0;1;5;10,45918;262836;12,47929;5,476463;21;16;5;6;11;8;0;0;4;2;2302;58,56;0,356667;0,45;0,6;1;0,48;-0,7339692;-0,7985078;37,36931;37,8818;0,5125198;2;1;0;1;1;1;1;706;1;1;1;1;1;14;1;1;1
1;Afgooye;12;2018;43299;2254,91;2018m12;254;25;15;6;4;0;0;3;2;10,67589;262836;12,47929;5,537334;14;21;3;5;5;11;1;0;5;4;2302;21,448;0,417667;0,7;0,53;0,63;0,66;-0,4155154;-0,356675;37,36931;37,0099;-0,359417;2;1;0;1;1;1;1;707;1;1;1;1;0;15;1;1;1
1;Afgooye;1;2019;59812;2651,09;2019m1;235;29;16;10;1;0;0;4;1;10,99896;262836;12,47929;5,459586;15;14;4;3;6;5;3;1;2;5;2302;0;0,304667;0,96;0,52;0,59;0,85;-0,1625189;-0,040822;37,36931;40,4804;3,111137;3;0;0;1;1;1;1;708;1;0;1;1;0;16;1;1;1
1;Afgooye;2;2019;64385;2453,38;2019m2;203;30;16;9;4;0;0;1;2;11,07264;262836;12,47929;5,313206;16;15;1;4;10;6;4;3;1;2;2302;0;0,232;0,95;0,51;0,61;0,84;-0,1743534;-0,0512933;37,36931;40,8058;3,436466;3;0;0;1;1;1;1;709;1;1;1;1;0;16;1;1;1
1;Afgooye;3;2019;67735;3069,39;2019m3;267;24;11;6;1;0;0;2;2;11,12336;262836;12,47929;5,587249;16;16;4;1;9;10;1;4;2;1;2302;35,239;0,222667;1,16;0,51;0,6;1;0;0,14842;37,36931;42,6769;5,307571;4;0;0;1;1;1;1;710;1;0;1;1;0;11;1;1;1
1;Afgooye;4;2019;65624;3033,24;2019m4;246;11;9;6;0;0;0;0;3;11,0917;262836;12,47929;5,505332;11;16;1;4;6;9;2;1;2;2;2302;36,809;0,243;0,92;0,49;0,59;0,81;-0,210721;-0,0833816;37,36931;43,455;6,085697;3;0;0;1;1;1;0;711;1;0;1;0;1;9;1;1;1
1;Afgooye;5;2019;81441;3600,85;2019m5;411;45;27;15;9;0;0;0;3;11,30763;262836;12,47929;6,018593;9;11;0;1;6;6;0;2;3;2;2302;116,587;0,324667;1,22;0,53;0,59;1,05;0,0487901;0,1988509;37,36931;35,7412;-1,628132;4;0;1;1;1;1;0;712;1;1;1;0;1;27;1;1;1
1;Afgooye;6;2019;36860,4;1718,97;2019m6;212;34;16;8;2;0;0;2;4;10,51489;262836;12,47929;5,356586;27;9;9;0;15;6;0;0;3;3;2302;12,626;0,394667;1,09;0,83;0,85;1,02;0,0198026;0,0861777;37,36931;31,1381;-6,231251;4;0;1;1;1;1;1;713;1;0;1;1;1;16;1;1;1
1;Afgooye;7;2019;51204;2435,07;2019m7;200;41;26;15;7;0;1;0;3;10,84357;262836;12,47929;5,298317;16;27;2;9;8;15;2;0;4;3;2302;35,687;0,334;1,21;1,06;1,07;1,17;0,1570037;0,1906204;37,36931;32,2662;-5,10313;4;0;1;1;1;1;0;714;1;1;1;0;1;25;1;1;1
1;Afgooye;8;2019;48433;2342,8;2019m8;243;107;30;21;5;0;0;1;3;10,78794;262836;12,47929;5,493062;26;16;7;2;15;8;0;2;3;4;2302;34,239;0,254;1,32;0,81;0,86;1,19;0,1739534;0,2776318;37,36931;37,6114;0,2420425;4;0;1;1;1;1;1;715;1;1;1;1;1;30;1;1;1
1;Afgooye;9;2019;37293;1933,06;2019m9;187;36;11;7;3;0;0;0;1;10,52656;262836;12,47929;5,231109;30;26;5;7;21;15;1;0;3;3;2302;2,022;0,239;1,13;0,84;0,59;1,06;0,0582689;0,1222176;37,36931;37,572;0,2026672;4;0;1;1;1;1;0;716;1;1;1;0;0;11;1;1;1
1;Afgooye;10;2019;55246;2414,37;2019m10;188;38;19;7;6;0;0;1;5;10,91955;262836;12,47929;5,236442;11;30;3;5;7;21;0;1;1;3;2302;246,574;0,297667;2,15;1,08;0,84;1,88;0,6312718;0,7654679;37,36931;37,1252;-0,2440987;4;0;1;1;1;1;1;717;1;1;1;1;1;19;1;1;1
1;Afgooye;11;2019;46159,3;2096,21;2019m11;192;80;23;8;9;0;0;0;6;10,73985;262836;12,47929;5,257495;19;11;6;3;7;7;1;0;5;1;2302;192,452;0,480333;2,36;1,23;1,07;2,08;0,7323679;0,8586616;37,36931;35,0644;-2,304947;4;0;1;1;1;1;0;718;1;1;1;0;1;23;1;1;1
1;Afgooye;12;2019;31227;1616,7;2019m12;174;34;25;19;2;0;0;0;4;10,34904;262836;12,47929;5,159055;23;19;9;6;8;7;0;1;6;5;2302;19,113;0,5197;2,97;1,21;1,23;2,53;0,9282193;1,088562;37,36931;34,1706;-3,198727;4;0;1;1;1;1;0;719;1;0;1;0;1;25;1;1;1
1;Afgooye;1;2020;31667;1767,25;2020m1;187;30;22;14;4;0;0;1;3;10,36303;191431;12,16228;5,231109;25;23;2;9;19;8;0;0;4;6;2302;0,004;0,361333;2,94;1,33;1,29;2,54;0,9321641;1,07841;37,36931;36,8395;-0,5298004;4;0;1;1;1;1;1;720;1;1;1;1;1;22;1;1;1
1;Afgooye;2;2020;29868;1661,78;2020m2;187;31;23;13;5;0;0;0;5;10,30454;191431;12,16228;5,231109;22;25;4;2;14;19;1;0;3;4;2302;1,8;0,253;3,36;1,3;1,2;2,85;1,047319;1,211941;37,36931;40,5075;3,138195;4;0;1;1;1;1;0;721;1;1;1;0;1;23;1;1;1
1;Afgooye;3;2020;44319,8;2220,12;2020m3;207;26;27;19;6;0;0;1;1;10,69919;191431;12,16228;5,332719;23;22;5;4;13;14;0;1;5;3;2302;71,987;0,246;3,87;1,29;1,24;3,23;1,172482;1,353254;37,36931;41,9686;4,599285;4;0;1;1;1;1;1;722;1;1;1;1;0;27;1;1;1
1;Afgooye;4;2020;54622,6;2849,85;2020m4;362;22;17;8;6;1;0;0;2;10,9082;191431;12,16228;5,891644;27;23;6;5;19;13;1;0;1;5;2302;120,735;0,273333;2,76;1,22;1,23;2,38;0,8671005;1,015231;37,36931;40,6073;3,238014;4;0;1;1;1;1;0;723;1;1;1;0;0;16;1;1;1
1;Afgooye;5;2020;83055,4;3640,32;2020m5;430;69;33;22;6;0;0;0;5;11,32726;191431;12,16228;6,063785;17;27;6;6;8;19;0;1;2;1;2302;85,295;0,432333;1,99;0,99;1,22;1,74;0,5538851;0,6881347;37,36931;35,5737;-1,79557;4;0;1;1;1;1;0;724;1;1;1;0;1;33;1;1;1
1;Afgooye;6;2020;55052;2790,87;2020m6;262;6;12;8;1;0;0;1;2;10,91603;191431;12,16228;5,568345;33;17;6;6;22;8;0;0;5;2;2302;77,743;0,352333;2,2;0,66;1,15;1,81;0,5933268;0,7884574;37,36931;34,5474;-2,821957;4;0;1;1;1;1;1;725;1;0;1;1;0;12;1;1;1
1;Afgooye;7;2020;79491;4168,48;2020m7;393;8;9;6;2;1;0;0;0;11,2834;191431;12,16228;5,97381;12;33;1;6;8;22;1;0;2;5;2302;182,909;0,303667;3,15;0,59;0,93;2,51;0,9202827;1,147403;37,36931;34,0329;-3,336376;4;0;1;1;1;1;0;726;1;0;1;0;0;8;1;1;1
1;Afgooye;8;2020;58305,2;2899,12;2020m8;287;30;23;18;4;0;0;1;0;10,97345;191431;12,16228;5,659482;9;12;2;1;6;8;0;1;0;2;2302;31,474;0,508;3,16;0,87;1,03;2,59;0,9516578;1,150572;37,36931;32,3099;-5,059387;4;0;1;1;1;1;1;727;1;1;1;1;0;23;1;1;1
1;Afgooye;9;2020;70387;3341,3;2020m9;291;38;36;28;5;0;0;0;3;11,16176;191431;12,16228;5,673323;23;9;4;2;18;6;1;0;0;0;2302;1,952;0,342;2,35;1,1;1,25;2,04;0,7129498;0,8544153;37,36931;37,2087;-0,1606331;4;0;1;1;1;1;0;728;1;1;1;0;1;36;1;1;1
1;Afgooye;10;2020;82530;3938,03;2020m10;317;111;29;19;5;1;0;0;4;11,32092;191431;12,16228;5,758902;36;23;5;4;28;18;0;1;3;0;2302;110,665;0,268333;2,35;1,23;1,22;2,07;0,7275486;0,8544153;37,36931;38,6366;1,267326;4;0;1;1;1;1;0;729;1;1;1;0;1;28;1;1;1
1;Afgooye;11;2020;44828;2344,03;2020m11;268;32;26;21;4;0;0;0;1;10,71059;191431;12,16228;5,590987;29;36;5;5;19;28;0;0;4;3;2302;118,6;0,51;2,36;1,28;1,22;2,09;0,737164;0,8586616;37,36931;31,7962;-5,573128;4;0;1;1;1;1;0;730;1;1;1;0;0;26;1;1;1
1;Afgooye;12;2020;51781;2711,76;2020m12;323;23;33;31;1;0;0;0;1;10,85478;191431;12,16228;5,777652;26;29;4;5;21;19;0;0;1;4;2302;18,791;0,62;2,6;1,31;1,28;2,28;0,8241754;0,9555114;37,36931;34,797;-2,572319;4;0;1;1;1;1;0;731;1;0;1;0;0;33;1;1;1
1;Afgooye;1;2021;62394;2987,93;2021m1;315;16;35;29;5;0;0;0;1;11,04122;191431;12,16228;5,752573;33;26;1;4;31;21;0;0;1;1;2302;1,54592;0,306;1,96;1,48;1,32;1,84;0,6097656;0,6729445;37,36931;37,5229;0,1535912;4;0;1;1;1;1;0;732;1;1;1;0;0;35;1;1;1
1;Afgooye;2;2021;41977;2250,14;2021m2;247;48;35;29;2;0;0;0;4;10,64488;191431;12,16228;5,509388;35;33;5;1;29;31;0;0;1;1;2302;0,734681;0,235667;1,86;1,61;1,04;1,79;0,5822156;0,6205765;37,36931;37,457;0,0877266;4;0;1;1;1;1;0;733;1;0;1;0;1;35;1;1;1
1;Afgooye;3;2021;83625;3768,71;2021m3;336;44;21;16;3;0;0;1;1;11,3341;191431;12,16228;5,817111;35;35;2;5;29;29;0;0;4;1;2302;1,75312;0,257333;1,52;1,62;1,03;1,54;0,4317824;0,4187103;37,36931;41,1985;3,829147;4;0;1;1;1;1;1;734;1;1;1;1;0;21;1;1;1
1;Afgooye;4;2021;101330;4783,27;2021m4;517;36;25;21;3;0;0;0;1;11,52614;191431;12,16228;6,248043;21;35;3;2;16;29;1;0;1;4;2302;39,2408;0,264333;0,63;1,6;1,26;0,87;-0,1392621;-0,4620355;37,36931;40,4278;3,058483;2;1;0;1;1;1;0;735;1;1;1;0;0;25;1;1;1
1;Afgooye;5;2021;65770;3016,17;2021m5;369;7;27;24;2;0;0;0;1;11,09392;191431;12,16228;5,910797;25;21;3;3;21;16;0;1;1;1;2302;66,367;0,400667;0,62;1,21;1,21;0,77;-0,2613648;-0,4780358;37,36931;38,3222;0,9529228;2;1;0;1;1;1;0;736;1;0;1;0;0;27;1;1;1
1;Afgooye;6;2021;36355;1912,3;2021m6;200;11;26;22;3;0;0;0;1;10,50109;191431;12,16228;5,298317;27;25;2;3;24;21;0;0;1;1;2302;17,8331;0,375657;0,7;0,92;1,11;0,75;-0,2876821;-0,356675;37,36931;35,4252;-1,944141;2;1;0;1;1;1;0;737;1;1;1;0;0;26;1;1;1
1;Afgooye;7;2021;67398;3245,17;2021m7;272;22;25;16;4;0;0;1;4;11,11837;191431;12,16228;5,605802;26;27;3;2;22;24;0;0;1;1;2302;28,037;0,302667;0,8;0,91;0,92;0,83;-0,1863296;-0,2231435;37,36931;30,808;-6,561275;3;0;0;1;1;1;1;738;1;1;1;1;1;25;1;1;1
1;Afgooye;8;2021;66842;2839,89;2021m8;198;13;22;20;1;0;0;0;1;11,11009;191431;12,16228;5,288267;25;26;4;3;16;22;1;0;4;1;2302;10,49;0,291333;0,81;1,03;0,65;0,86;-0,1508229;-0,210721;37,36931;34,6419;-2,727413;3;0;0;1;1;1;0;739;1;0;1;0;0;22;1;1;1
1;Afgooye;9;2021;50125;2329,36;2021m9;177;15;27;21;5;0;0;0;1;10,82228;191431;12,16228;5,17615;22;25;1;4;20;16;0;1;1;4;2302;9,48;0,266667;0,82;1,07;0,62;0,89;-0,1165338;-0,198451;37,36931;36,0086;-1,36076;3;0;0;1;1;1;0;740;1;1;1;0;0;27;1;1;1
1;Afgooye;10;2021;38139;2010,79;2021m10;196;31;36;30;5;0;0;0;1;10,54899;191431;12,16228;5,278115;27;22;5;1;21;20;0;0;1;1;2302;18,94;0,29;0,74;1,04;0,62;0,82;-0,198451;-0,3011051;37,36931;38,33;0,9606895;2;1;0;1;1;1;0;741;1;1;1;0;0;36;1;1;1
1;Afgooye;11;2021;61750;2189,68;2021m11;163;19;27;20;5;0;0;0;2;11,03085;191431;12,16228;5,09375;36;27;5;5;30;21;0;0;1;1;2302;9,99;0,34;0,37;1;0,58;0,52;-0,6539265;-0,9942523;37,36931;39,63;2,260689;1;1;0;1;1;1;0;742;1;1;1;0;0;27;1;1;1
1;Afgooye;12;2021;26351;1355,86;2021m12;154;26;47;38;8;0;0;0;1;10,17926;191431;12,16228;5,036952;27;36;5;5;20;30;0;0;2;1;2302;2,33;0,35;0,24;0,81;0,54;0,38;-0,967584;-1,427116;37,36931;37,58;0,2106895;1;1;0;1;1;1;0;743;1;1;1;0;0;47;1;1;1
2;Afmadow;1;2017;39985,2;2143,18;2017m1;201;0;0;0;0;0;0;0;0;10,59626;172485;12,05807;5,303305;;;;;;;;;;;2802;0;0,415333;0,35;0,49;0,72;0,38;-0,967584;-1,049822;36,44095;39,3305;2,889545;1;1;0;1;0;0;0;684;0;0;0;0;0;0;0;1;1
2;Afmadow;2;2017;50601;2349,01;2017m2;200;14;6;2;3;0;0;0;1;10,83173;172485;12,05807;5,298317;0;;0;;0;;0;;0;;2802;1,52;0,306667;0,39;0,71;0,91;0,47;-0,7550226;-0,9416085;36,44095;39,4081;2,967125;1;1;0;1;0;1;0;685;1;1;0;0;0;6;1;1;1
2;Afmadow;3;2017;52926;2679,13;2017m3;245;57;2;2;0;0;0;0;0;10,87665;172485;12,05807;5,501258;6;0;3;0;2;0;0;0;1;0;2802;5,396;0,258667;0,4;0,86;0,74;0,51;-0,6733446;-0,9162907;36,44095;41,4809;5,039989;2;1;0;1;0;1;0;686;1;0;0;0;0;2;0;1;1
2;Afmadow;4;2017;46551;2477,73;2017m4;240;0;2;0;0;0;0;2;0;10,7483;172485;12,05807;5,480639;2;6;0;3;2;2;0;0;0;1;2802;102,698;0,318333;0,52;0,72;0,53;0,57;-0,5621189;-0,6539265;36,44095;39,1814;2,740494;2;1;0;1;0;0;1;687;1;0;0;1;0;2;0;1;1
2;Afmadow;5;2017;38429;2147,38;2017m5;259;0;0;0;0;0;0;0;0;10,55657;172485;12,05807;5,556828;2;2;0;0;0;2;2;0;0;0;2802;48,518;0,404;0,48;0,77;0,55;0,55;-0,597837;-0,7339692;36,44095;32,1249;-4,31604;2;1;0;1;0;0;0;688;0;0;0;0;0;0;0;1;1
2;Afmadow;6;2017;47062;2279,98;2017m6;256;11;10;3;4;1;0;0;2;10,75922;172485;12,05807;5,545177;0;2;0;0;0;0;0;2;0;0;2802;14,359;0,473333;0,46;0,94;0,85;0,58;-0,5447272;-0,7765288;36,44095;32,4354;-4,00552;2;1;0;1;1;1;0;689;1;1;0;0;0;9;1;1;1
2;Afmadow;7;2017;25219;1449,27;2017m7;205;15;5;4;0;0;0;0;1;10,13535;172485;12,05807;5,32301;10;0;4;0;3;0;0;0;2;0;2802;1,135;0,433;0,46;0,82;1,05;0,55;-0,597837;-0,7765288;36,44095;33,87;-2,57098;2;1;0;1;0;1;0;690;1;0;1;0;0;5;1;1;1
2;Afmadow;8;2017;47700;2327,08;2017m8;230;14;4;3;1;0;0;0;0;10,77269;172485;12,05807;5,438079;5;10;0;4;4;3;0;0;1;2;2802;21,281;0,291;0,71;0,57;1,01;0,68;-0,3856625;-0,3424903;36,44095;36,9098;0,4688873;2;1;0;1;0;1;0;691;1;0;0;0;0;4;1;1;1
2;Afmadow;9;2017;28225;1513,98;2017m9;175;4;7;1;2;0;0;2;2;10,24796;172485;12,05807;5,164786;4;5;1;0;3;4;0;0;0;1;2802;0,089;0,296333;0,9;0,55;0,81;0,82;-0,198451;-0,1053605;36,44095;38,924;2,483036;3;0;0;1;0;0;1;692;1;0;0;1;0;7;1;1;1
2;Afmadow;10;2017;60444,1;2535,2;2017m10;228;1;3;1;0;0;0;0;2;11,00947;172485;12,05807;5,429346;7;4;2;1;1;3;2;0;2;0;2802;33,997;0,262667;0,61;0,52;0,58;0,58;-0,5447272;-0,4942963;36,44095;42,7151;6,274197;2;1;0;1;0;0;0;693;1;0;0;0;0;3;1;1;1
2;Afmadow;11;2017;31900;1647,11;2017m11;202;2;3;3;0;0;0;0;0;10,37036;172485;12,05807;5,308268;3;7;0;2;1;1;0;2;2;2;2802;98,379;0,299667;0,5;0,48;0,57;0,49;-0,7133499;-0,6931472;36,44095;37,0353;0,5943832;2;1;0;1;0;0;0;694;1;0;0;0;0;3;1;1;1
2;Afmadow;12;2017;36800;1946,81;2017m12;230;0;2;2;0;0;0;0;0;10,51325;172485;12,05807;5,438079;3;3;0;0;3;1;0;0;0;2;2802;0;0,456667;0,41;0,44;0,57;0,42;-0,8675006;-0,8915981;36,44095;38,1186;1,677635;2;1;0;1;0;0;0;695;1;0;0;0;0;2;0;1;1
2;Afmadow;1;2018;43091;2167,16;2018m1;204;3;6;3;3;0;0;0;0;10,67107;180756;12,1049;5,31812;2;3;0;0;2;3;0;0;0;0;2802;0;0,322667;0,44;0,43;0,52;0,44;-0,8209805;-0,8209805;36,44095;38,0385;1,597546;2;1;0;1;0;0;0;696;1;1;0;0;0;6;1;1;1
2;Afmadow;2;2018;38171;2055,52;2018m2;208;7;4;2;1;0;0;1;0;10,54983;180756;12,1049;5,337538;6;2;3;0;3;2;0;0;0;0;2802;0,02;0,262;0,43;0,43;0,52;0,43;-0,8439701;-0,8439701;36,44095;40,334;3,893093;2;1;0;1;0;1;1;697;1;0;0;1;0;4;1;1;1
2;Afmadow;3;2018;49112;2612,31;2018m3;239;0;3;2;0;0;0;0;1;10,80186;180756;12,1049;5,476463;4;6;1;3;2;3;1;0;0;0;2802;48,782;0,269333;0,79;0,43;0,51;0,7;-0,356675;-0,2357223;36,44095;40,5806;4,139694;2;1;0;1;0;0;0;698;1;0;0;0;0;3;1;1;1
2;Afmadow;4;2018;37171,2;1963,57;2018m4;188;21;10;6;4;0;0;0;0;10,52329;180756;12,1049;5,236442;3;4;0;1;2;2;0;1;1;0;2802;220,759;0,353;1,49;0,8;0,53;1,32;0,2776318;0,3987761;36,44095;32,9946;-3,446373;4;0;1;1;1;1;0;699;1;1;1;0;0;10;1;1;1
2;Afmadow;5;2018;46833,8;2304,55;2018m5;261;30;12;5;4;0;0;2;1;10,75436;180756;12,1049;5,56452;10;3;4;0;6;2;0;0;0;1;2802;159,76;0,607;2,15;1,16;0,84;1,9;0,6418539;0,7654679;36,44095;28,212;-8,228907;4;0;1;1;1;1;1;700;1;1;1;1;0;12;1;1;1
2;Afmadow;6;2018;40154,7;1912,59;2018m6;251;0;0;0;0;0;0;0;0;10,60049;180756;12,1049;5,525453;12;10;4;4;5;6;2;0;1;0;2802;14,475;0,596667;2,02;1,51;1,15;1,89;0,6365768;0,7030975;36,44095;28,8104;-7,6306;4;0;1;1;0;0;0;701;0;0;0;0;0;0;0;1;1
2;Afmadow;7;2018;45240;2361,5;2018m7;209;3;1;1;0;0;0;0;0;10,71974;180756;12,1049;5,342334;0;12;0;4;0;5;0;2;0;1;2802;11,415;0,475667;2,05;1,61;1,41;1,94;0,662688;0,7178398;36,44095;30,3139;-6,127066;4;0;1;1;0;0;0;702;1;0;0;0;0;1;0;1;1
2;Afmadow;8;2018;27683;1472,52;2018m8;160;0;2;0;0;2;0;0;0;10,22857;180756;12,1049;5,075174;1;0;0;0;1;0;0;0;0;0;2802;2,533;0,361333;2,03;1,67;1,41;1,94;0,662688;0,7080358;36,44095;32,8906;-3,550392;4;0;1;1;0;0;0;703;1;0;0;0;0;0;0;1;1
