newid;admin2;month;year;amount;comm;ym;_freq;fatalities;conflict;battles;explosions;protests;riots;strategic_developments;va_civilians;remit;pop;logpop;freq;lag1conf;lag2conf;lag1exp;lag2exp;lag1battles;lag2battles;lag1sd;lag2sd;lag1va;lag2va;pcode;rfe;ndvi;precipitation;tdi;vdi;cdi;logcdi;logpdi;district_avg;temp;temp_anomaly;drought_category;drought_dummy;normal;conflict_affected;dconflict8;event;sd;yd;dconflict;dexp3;dbattles;sdummy;dva3;violent;violent1;_est_first;_est_second
18;Buuhoodle;6;2019;254437;12094,9;2019m6;1217;0;0;0;0;0;0;0;0;12,44681;114679;11,64989;7,104144;1;0;0;0;1;0;0;0;0;0;1302;13,26;0,294;1,34;0,83;1;1,21;0,1906204;0,2926696;37,85953;32,1509;-5,708603;4;0;1;0;0;0;0;713;0;0;0;0;0;0;0;1;1
18;Buuhoodle;7;2019;226514;11331;2019m7;934;0;0;0;0;0;0;0;0;12,33056;114679;11,64989;6,839477;0;1;0;0;0;1;0;0;0;0;1302;8,125;0,205;1,65;0,98;1,26;1,48;0,3920421;0,5007753;37,85953;34,0374;-3,822163;4;0;1;0;0;0;0;714;0;0;0;0;0;0;0;1;1
18;Buuhoodle;8;2019;242427;12177,7;2019m8;1028;0;0;0;0;0;0;0;0;12,39846;114679;11,64989;6,93537;0;0;0;0;0;0;0;0;0;0;1302;0,509;0,18;1,51;0,81;1,38;1,34;0,2926696;0,4121096;37,85953;36,942;-0,9174805;4;0;1;0;0;0;0;715;0;0;0;0;0;0;0;1;1
18;Buuhoodle;9;2019;186710;9908,12;2019m9;883;0;0;0;0;0;0;0;0;12,13731;114679;11,64989;6,783325;0;0;0;0;0;0;0;0;0;0;1302;41,998;0,189667;1,75;0,83;1,29;1,52;0,4187103;0,5596158;37,85953;38,8078;0,9482422;4;0;1;0;0;0;0;716;0;0;0;0;0;0;0;1;1
18;Buuhoodle;10;2019;219668;10883,4;2019m10;881;2;1;0;0;0;0;0;1;12,29987;114679;11,64989;6,781058;0;0;0;0;0;0;0;0;0;0;1302;135,821;0,295667;2,48;1,1;1,38;2,13;0,7561221;0,9082586;37,85953;34,6529;-3,20665;4;0;1;0;0;0;0;717;1;0;0;0;0;1;0;1;1
18;Buuhoodle;11;2019;234702;11300,7;2019m11;872;0;0;0;0;0;0;0;0;12,36607;114679;11,64989;6,77079;1;0;0;0;0;0;0;0;1;0;1302;78,806;0,314;3,4;1,4;1,52;2,9;1,064711;1,223776;37,85953;35,528;-2,331497;4;0;1;0;0;0;0;718;0;0;0;0;0;0;0;1;1
18;Buuhoodle;12;2019;224561;11723,6;2019m12;977;10;1;0;1;0;0;0;0;12,3219;114679;11,64989;6,884487;0;1;0;0;0;0;0;0;0;1;1302;21,733;0,271;3,61;1,53;1,54;3,09;1,128171;1,283708;37,85953;34,252;-3,607548;4;0;1;0;0;1;0;719;1;0;0;0;0;1;0;1;1
18;Buuhoodle;1;2020;80685,8;3630,37;2020m1;354;0;0;0;0;0;0;0;0;11,29832;98774;11,50059;5,869297;1;0;1;0;0;0;0;0;0;0;1302;0;0,242667;3,34;1,52;1,59;2,88;1,05779;1,205971;37,85953;35,9539;-1,905605;4;0;1;0;0;0;0;720;0;0;0;0;0;0;0;1;1
18;Buuhoodle;2;2020;67187,7;3328,22;2020m2;345;0;0;0;0;0;0;0;0;11,11525;98774;11,50059;5,843544;0;1;0;1;0;0;0;0;0;0;1302;0;0,196667;2,95;1,51;1,63;2,59;0,9516578;1,081805;37,85953;39,5417;1,682148;4;0;1;0;0;0;0;721;0;0;0;0;0;0;0;1;1
18;Buuhoodle;3;2020;104080;4265,04;2020m3;375;0;1;1;0;0;0;0;0;11,55291;98774;11,50059;5,926926;0;0;0;0;0;0;0;0;0;0;1302;70,474;0,187667;4,12;1,3;1,62;3,42;1,229641;1,415853;37,85953;43,4774;5,617901;4;0;1;0;0;0;0;722;1;0;0;0;0;1;0;1;1
18;Buuhoodle;4;2020;99174,8;4657,88;2020m4;562;0;0;0;0;0;0;0;0;11,50464;98774;11,50059;6,331502;1;0;0;0;1;0;0;0;0;0;1302;55,08;0,240667;4,83;1,01;1,57;3,87;1,353254;1,574847;37,85953;44,0561;6,196529;4;0;1;0;0;0;0;723;0;0;0;0;0;0;0;1;1
18;Buuhoodle;5;2020;111313;4895,64;2020m5;723;0;0;0;0;0;0;0;0;11,6201;98774;11,50059;6,583409;0;1;0;0;0;1;0;0;0;0;1302;33,977;0,404333;2,49;0,66;1,64;2,03;0,7080358;0,9122827;37,85953;37,2348;-0,6247025;4;0;1;0;0;0;0;724;0;0;0;0;0;0;0;1;1
18;Buuhoodle;6;2020;78904,8;3809,1;2020m6;413;1;5;2;0;1;0;1;1;11,276;98774;11,50059;6,023448;0;0;0;0;0;0;0;0;0;0;1302;3,217;0,205333;2,18;0,53;1,4;1,77;0,5709795;0,7793249;37,85953;39,669;1,809452;4;0;1;0;0;0;1;725;1;0;0;1;0;4;1;1;1
18;Buuhoodle;7;2020;110907;5458,17;2020m7;548;20;2;2;0;0;0;0;0;11,61645;98774;11,50059;6,306275;5;0;0;0;2;0;1;0;1;0;1302;8,357;0,171667;2,27;0,48;1,11;1,82;0,5988365;0,8197798;37,85953;35,402;-2,457489;4;0;1;0;0;1;0;726;1;0;0;0;0;2;0;1;1
18;Buuhoodle;8;2020;102694;4713,88;2020m8;466;0;1;0;0;0;0;1;0;11,53951;98774;11,50059;6,144186;2;5;0;0;2;2;0;1;0;1;1302;10,715;0,175;2,92;0,48;1,04;2,31;0,8372475;1,071584;37,85953;37,1104;-0,7491264;4;0;1;0;0;0;1;727;1;0;0;1;0;1;0;1;1
18;Buuhoodle;9;2020;93308,2;4685,66;2020m9;447;0;0;0;0;0;0;0;0;11,44366;98774;11,50059;6,102559;1;2;0;0;0;2;1;0;0;0;1302;112,922;0,191;3,02;0,7;1,19;2,44;0,8919981;1,105257;37,85953;38,3455;0,4860001;4;0;1;0;0;0;0;728;0;0;0;0;0;0;0;1;1
18;Buuhoodle;10;2020;84986,1;4024,08;2020m10;414;0;0;0;0;0;0;0;0;11,35024;98774;11,50059;6,025866;0;1;0;0;0;0;0;1;0;0;1302;60,608;0,321667;2,38;0,85;1,44;2;0,6931472;0,8671005;37,85953;41,0795;3,219975;4;0;1;0;0;0;0;729;0;0;0;0;0;0;0;1;1
18;Buuhoodle;11;2020;69658,7;3323,59;2020m11;370;2;1;0;0;0;0;0;1;11,15136;98774;11,50059;5,913503;0;0;0;0;0;0;0;0;0;0;1302;10,707;0,258667;2,2;0,69;1,37;1,82;0,5988365;0,7884574;37,85953;40,2632;2,403675;4;0;1;0;0;0;0;730;1;0;0;0;0;1;0;1;1
18;Buuhoodle;12;2020;68478,8;3591,15;2020m12;416;0;1;0;0;1;0;0;0;11,13428;98774;11,50059;6,030685;1;0;0;0;0;0;0;0;1;0;1302;0;0,201;1,83;0,58;1,22;1,51;0,4121096;0,604316;37,85953;37,8783;0,0187569;4;0;1;0;0;0;0;731;1;0;0;0;0;0;0;1;1
18;Buuhoodle;1;2021;79104,2;4044,5;2021m1;450;3;5;1;0;1;0;0;3;11,27852;98773;11,50058;6,109248;1;1;0;0;0;0;0;0;0;1;1302;0,90639;0,174;1,93;0,8;1;1,65;0,5007753;0,65752;37,85953;37,0039;-0,8556595;4;0;1;0;0;0;0;732;1;0;0;0;1;4;1;1;1
18;Buuhoodle;2;2021;70133,5;3248,87;2021m2;364;1;3;1;0;0;0;0;2;11,15816;98773;11,50058;5,897154;5;1;0;0;1;0;0;0;3;0;1302;1,22873;0,176333;2,45;0,98;0,72;2,08;0,7323679;0,8960881;37,85953;38,9887;1,129147;4;0;1;0;0;0;0;733;1;0;0;0;0;3;1;1;1
18;Buuhoodle;3;2021;82551,2;4078,9;2021m3;447;0;0;0;0;0;0;0;0;11,32117;98773;11,50058;6,102559;3;5;0;0;1;1;0;0;2;3;1302;5,42512;0,181;1,58;0,93;1;1,42;0,3506568;0,4574249;37,85953;43,6586;5,79908;4;0;1;0;0;0;0;734;0;0;0;0;0;0;0;1;1
18;Buuhoodle;4;2021;126712;5410,03;2021m4;575;3;2;1;0;0;0;0;1;11,74967;98773;11,50058;6,35437;0;3;0;0;0;1;0;0;0;2;1302;36,5225;0,190667;1,46;1,07;1,12;1,36;0,3074847;0,3784365;37,85953;41,1757;3,316151;4;0;1;0;0;0;0;735;1;0;0;0;0;2;0;1;1
18;Buuhoodle;5;2021;109735;4906,33;2021m5;582;0;0;0;0;0;0;0;0;11,60582;98773;11,50058;6,36647;2;0;0;0;1;0;0;0;1;0;1302;72,074;0,364333;1,88;1,19;1,19;1,71;0,5364934;0,6312718;37,85953;33,7883;-4,071266;4;0;1;0;0;0;0;736;0;0;0;0;0;0;0;1;1
18;Buuhoodle;6;2021;97145,1;4116,84;2021m6;319;0;0;0;0;0;0;0;0;11,48396;98773;11,50058;5,765191;0;2;0;0;0;1;0;0;0;1;1302;1,80249;0,344311;1,6;1,39;1,36;1,55;0,4382549;0,4700036;37,85953;33,4348;-4,424759;4;0;1;0;0;0;0;737;0;0;0;0;0;0;0;1;1
18;Buuhoodle;7;2021;71248,8;3450,62;2021m7;400;0;0;0;0;0;0;0;0;11,17393;98773;11,50058;5,991465;0;0;0;0;0;0;0;0;0;0;1302;9,273;0,173333;1,69;1,34;1,59;1,6;0,4700036;0,5247285;37,85953;33,0634;-4,796093;4;0;1;0;0;0;0;738;0;0;0;0;0;0;0;1;1
18;Buuhoodle;8;2021;66315,2;3371,81;2021m8;290;0;0;0;0;0;0;0;0;11,10217;98773;11,50058;5,669881;0;0;0;0;0;0;0;0;0;0;1302;7,57;0,201;1,86;1,34;1,55;1,73;0,5481214;0,6205765;37,85953;35,4064;-2,453083;4;0;1;0;0;0;0;739;0;0;0;0;0;0;0;1;1
18;Buuhoodle;9;2021;69208,4;3296,63;2021m9;306;0;0;0;0;0;0;0;0;11,14488;98773;11,50058;5,723585;0;0;0;0;0;0;0;0;0;0;1302;39,56;0,199;2,27;1,36;1,46;2,04;0,7129498;0,8197798;37,85953;37,9529;0,0934219;4;0;1;0;0;0;0;740;0;0;0;0;0;0;0;1;1
18;Buuhoodle;10;2021;66178;2902,89;2021m10;291;0;0;0;0;0;0;0;0;11,1001;98773;11,50058;5,673323;0;0;0;0;0;0;0;0;0;0;1302;80,74;0,27;2,19;1,12;1,52;1,92;0,6523252;0,7839016;37,85953;39,73;1,870472;4;0;1;0;0;0;0;741;0;0;0;0;0;0;0;1;1
18;Buuhoodle;11;2021;60040,7;2827,29;2021m11;300;0;1;0;0;0;0;1;0;11,00278;98773;11,50058;5,703783;0;0;0;0;0;0;0;0;0;0;1302;5,47;0,2;1,56;0,82;1,24;1,37;0,3148108;0,4446858;37,85953;43,95;6,090473;4;0;1;0;0;0;1;742;1;0;0;1;0;1;0;1;1
18;Buuhoodle;12;2021;80656,9;3582,24;2021m12;318;2;4;2;0;0;0;0;2;11,29796;98773;11,50058;5,762052;1;0;0;0;0;0;1;0;0;0;1302;3,42;0,19;1,33;0,58;0,93;1,14;0,1310282;0,285179;37,85953;39,57;1,710472;4;0;1;0;0;0;0;743;1;0;0;0;0;4;1;1;1
19;Buur Hakaba;1;2017;7525;340,5;2017m1;29;15;10;5;5;0;0;0;0;8,925985;197198;12,19196;3,367296;;;;;;;;;;;2402;0;0,371667;0,23;0,46;0,7;0,28;-1,272966;-1,469676;35,64306;39,3123;3,669235;1;1;0;1;1;1;0;684;1;1;1;0;0;10;1;1;1
19;Buur Hakaba;2;2017;3730;208,6;2017m2;27;5;4;3;1;0;0;0;0;8,224163;197198;12,19196;3,295837;10;;5;;5;;0;;0;;2402;0,432;0,253667;0,26;0,48;0,85;0,32;-1,139434;-1,347074;35,64306;40,4769;4,833828;1;1;0;1;0;0;0;685;1;0;0;0;0;4;1;1;1
19;Buur Hakaba;3;2017;6053;329,9;2017m3;35;3;2;0;1;0;0;1;0;8,708309;197198;12,19196;3,555348;4;10;1;5;3;5;0;0;0;0;2402;1,72;0,236667;0,28;0,45;0,71;0,32;-1,139434;-1,272966;35,64306;43,5624;7,919357;1;1;0;1;0;0;1;686;1;0;0;1;0;2;0;1;1
19;Buur Hakaba;4;2017;5350;285,5;2017m4;33;0;5;2;2;0;0;0;1;8,584852;197198;12,19196;3,496508;2;4;1;1;0;3;1;0;0;0;2402;116,354;0,302667;0,52;0,44;0,52;0,5;-0,6931472;-0,6539265;35,64306;40,5442;4,901093;2;1;0;1;0;0;0;687;1;0;0;0;0;5;1;1;1
19;Buur Hakaba;5;2017;6880;365,3;2017m5;39;2;5;3;1;0;0;0;1;8,836374;197198;12,19196;3,663562;5;2;2;1;2;0;0;1;1;0;2402;43,297;0,406333;0,5;0,47;0,54;0,49;-0,7133499;-0,6931472;35,64306;32,9295;-2,713562;2;1;0;1;0;0;0;688;1;0;0;0;0;5;1;1;1
19;Buur Hakaba;6;2017;4770;261;2017m6;45;0;2;0;0;0;0;1;1;8,470101;197198;12,19196;3,806663;5;5;1;2;3;2;0;0;1;1;2402;11,269;0,498333;0,5;0,51;0,81;0,5;-0,6931472;-0,6931472;35,64306;31,5645;-4,0786;2;1;0;1;0;0;1;689;1;0;0;1;0;2;0;1;1
19;Buur Hakaba;7;2017;2825;161,25;2017m7;22;0;0;0;0;0;0;0;0;7,946264;197198;12,19196;3,091043;2;5;0;1;0;3;1;0;1;1;2402;0,128;0,388333;0,48;0,53;0,99;0,49;-0,7133499;-0,7339692;35,64306;31,8319;-3,81114;2;1;0;1;0;0;0;690;0;0;0;0;0;0;0;1;1
19;Buur Hakaba;8;2017;1400;75;2017m8;15;0;4;0;2;0;0;2;0;7,244227;197198;12,19196;2,70805;0;2;0;0;0;0;0;1;0;1;2402;19,556;0,291333;0,72;0,54;0,98;0,68;-0,3856625;-0,328504;35,64306;33,9785;-1,664539;2;1;0;1;0;0;1;691;1;0;0;1;0;4;1;1;1
19;Buur Hakaba;9;2017;3450;190;2017m9;19;1;2;1;0;0;0;0;1;8,14613;197198;12,19196;2,944439;4;0;2;0;0;0;2;0;0;0;2402;15,947;0,284333;0,93;0,56;0,8;0,84;-0,1743534;-0,0725707;35,64306;37,5563;1,913231;3;0;0;1;0;0;0;692;1;0;0;0;0;2;0;1;1
19;Buur Hakaba;10;2017;1580;86,8;2017m10;19;0;0;0;0;0;0;0;0;7,36518;197198;12,19196;2,944439;2;4;0;2;1;0;0;2;1;0;2402;45,441;0,319;0,63;0,57;0,58;0,61;-0,4942963;-0,4620355;35,64306;38,6029;2,959839;2;1;0;1;0;0;0;693;0;0;0;0;0;0;0;1;1
19;Buur Hakaba;11;2017;1700;92;2017m11;16;113;6;3;3;0;0;0;0;7,438383;197198;12,19196;2,772589;0;2;0;0;0;1;0;0;0;1;2402;102,342;0,427667;0,8;0,55;0,58;0,74;-0,3011051;-0,2231435;35,64306;35,2834;-0,3596725;3;0;0;1;0;1;0;694;1;1;0;0;0;6;1;1;1
19;Buur Hakaba;12;2017;2850;160,5;2017m12;22;12;2;2;0;0;0;0;0;7,955074;197198;12,19196;3,091043;6;0;3;0;3;0;0;0;0;0;2402;0,011;0,540667;0,78;0,52;0,83;0,72;-0,328504;-0,2484614;35,64306;35,8389;0,1958199;2;1;0;1;0;1;0;695;1;0;0;0;0;2;0;1;1
19;Buur Hakaba;1;2018;3725;213,25;2018m1;28;20;4;3;0;0;0;1;0;8,222822;128205;11,76139;3,332205;2;6;0;3;2;3;0;0;0;0;2402;0;0,332;0,74;0,76;1;0,74;-0,3011051;-0,3011051;35,64306;37,4467;1,803593;2;1;0;1;0;1;1;696;1;0;0;1;0;4;1;1;1
19;Buur Hakaba;2;2018;3800;202;2018m2;25;0;0;0;0;0;0;0;0;8,242756;128205;11,76139;3,218876;4;2;0;0;3;2;1;0;0;0;2402;0,003;0,267;0,54;0,95;0,83;0,64;-0,4462871;-0,6161861;35,64306;40,2706;4,627579;2;1;0;1;0;0;0;697;0;0;0;0;0;0;0;1;1
19;Buur Hakaba;3;2018;3770;210,7;2018m3;28;6;1;1;0;0;0;0;0;8,23483;128205;11,76139;3,332205;0;4;0;0;0;3;0;1;0;0;2402;17,199;0,268333;0,81;0,98;0,6;0,85;-0,1625189;-0,210721;35,64306;40,7522;5,109108;3;0;0;1;0;1;0;698;1;0;0;0;0;1;0;1;1
19;Buur Hakaba;4;2018;2125;120,75;2018m4;18;0;2;0;1;0;0;1;0;7,661527;128205;11,76139;2,890372;1;0;0;0;1;0;0;0;0;0;2402;265,637;0,328;1,9;1,11;0,61;1,7;0,5306283;0,6418539;35,64306;33,9989;-1,644188;4;0;1;1;0;0;1;699;1;0;0;1;0;2;0;1;1
19;Buur Hakaba;5;2018;4218;198,63;2018m5;28;2;2;2;0;0;0;0;0;8,347116;128205;11,76139;3,332205;2;1;1;0;0;1;1;0;0;0;2402;141,822;0,633667;2,49;1,4;0,94;2,22;0,7975072;0,9122827;35,64306;28,4087;-7,234386;4;0;1;1;0;0;0;700;1;0;0;0;0;2;0;1;1
19;Buur Hakaba;6;2018;3799,54;181,474;2018m6;23;0;0;0;0;0;0;0;0;8,242635;128205;11,76139;3,135494;2;2;0;1;2;0;0;1;0;0;2402;9,652;0,602333;2,14;1,51;1,16;1,99;0,6881347;0,7608059;35,64306;28,2704;-7,372704;4;0;1;1;0;0;0;701;0;0;0;0;0;0;0;1;1
19;Buur Hakaba;7;2018;2425;128,71;2018m7;19;0;0;0;0;0;0;0;0;7,793587;128205;11,76139;2,944439;0;2;0;0;0;2;0;0;0;0;2402;17,891;0,494667;2,14;1,49;1,41;1,98;0,6830968;0,7608059;35,64306;29,9166;-5,726435;4;0;1;1;0;0;0;702;0;0;0;0;0;0;0;1;1
19;Buur Hakaba;8;2018;4055;225,05;2018m8;27;5;3;1;1;0;0;0;1;8,307706;128205;11,76139;3,295837;0;0;0;0;0;0;0;0;0;0;2402;1,039;0,375667;2,05;1,53;1,43;1,92;0,6523252;0,7178398;35,64306;30,8144;-4,828621;4;0;1;1;0;0;0;703;1;0;0;0;0;3;1;1;1
19;Buur Hakaba;9;2018;4155;239,75;2018m9;25;70;3;1;1;0;0;0;1;8,332067;128205;11,76139;3,218876;3;0;1;0;1;0;0;0;1;0;2402;24,019;0,349;2,05;1,27;1,45;1,85;0,6151857;0,7178398;35,64306;38,1853;2,542233;4;0;1;1;0;1;0;704;1;0;0;0;0;3;1;1;1
19;Buur Hakaba;10;2018;5270;237,2;2018m10;24;0;1;0;1;0;0;0;0;8,569786;128205;11,76139;3,178054;3;3;1;1;1;1;0;0;1;1;2402;55,77;0,356;1,13;0,97;1,28;1,09;0,0861777;0,1222176;35,64306;38,3706;2,727562;4;0;1;1;0;0;0;705;1;0;0;0;0;1;0;1;1
19;Buur Hakaba;11;2018;9000;267;2018m11;16;9;2;1;1;0;0;0;0;9,10498;128205;11,76139;2,772589;1;3;1;1;0;1;0;0;0;1;2402;56,126;0,517;0,56;0,64;1;0,58;-0,5447272;-0,5798185;35,64306;33,8567;-1,786331;2;1;0;1;0;1;0;706;1;0;0;0;0;2;0;1;1
19;Buur Hakaba;12;2018;9390;288,4;2018m12;21;0;2;0;1;0;0;0;1;9,147401;128205;11,76139;3,044523;2;1;1;1;1;0;0;0;0;0;2402;21,365;0,494667;0,61;0,85;0,67;0,67;-0,4004775;-0,4942963;35,64306;34,0137;-1,629387;2;1;0;1;0;0;0;707;1;0;0;0;0;2;0;1;1
19;Buur Hakaba;1;2019;6430;208,3;2019m1;16;93;8;3;3;0;0;1;1;8,76873;128205;11,76139;2,772589;2;2;1;1;0;1;0;0;1;0;2402;0;0,339;0,78;1,03;0,64;0,84;-0,1743534;-0,2484614;35,64306;38,6102;2,967125;2;1;0;1;1;1;1;708;1;1;0;1;0;8;1;1;1
19;Buur Hakaba;2;2019;1950;114;2019m2;15;0;2;1;1;0;0;0;0;7,575585;128205;11,76139;2,70805;8;2;3;1;3;0;1;0;1;1;2402;0,753;0,262333;0,74;0,8;0,62;0,75;-0,2876821;-0,3011051;35,64306;40,6046;4,961582;2;1;0;1;0;0;0;709;1;0;0;0;0;2;0;1;1
19;Buur Hakaba;3;2019;4125;246,25;2019m3;23;13;4;1;3;0;0;0;0;8,324821;128205;11,76139;3,135494;2;8;1;3;1;3;0;1;0;1;2402;12,106;0,260667;0,72;0,57;0,62;0,68;-0,3856625;-0,328504;35,64306;42,6216;6,978512;2;1;0;1;0;1;0;710;1;1;0;0;0;4;1;1;1
19;Buur Hakaba;4;2019;3300;195;2019m4;19;8;7;1;4;0;0;1;1;8,101678;128205;11,76139;2,944439;4;2;3;1;1;1;0;0;0;0;2402;72,512;0,298;0,82;0,52;0,61;0,74;-0,3011051;-0,198451;35,64306;41,8783;6,235222;3;0;0;1;0;1;1;711;1;1;0;1;0;7;1;1;1
19;Buur Hakaba;5;2019;4040;206,4;2019m5;27;0;0;0;0;0;0;0;0;8,304;128205;11,76139;3,295837;7;4;4;3;1;1;1;0;1;0;2402;164,266;0,451333;1,39;0,5;0,59;1,17;0,1570037;0,3293037;35,64306;33,515;-2,128025;4;0;1;1;0;0;0;712;0;0;0;0;0;0;0;1;1
19;Buur Hakaba;6;2019;2800;157,5;2019m6;15;18;9;6;1;0;0;0;2;7,937375;128205;11,76139;2,70805;0;7;0;4;0;1;0;1;0;1;2402;28,623;0,473333;1,38;0,51;0,82;1,16;0,14842;0,3220835;35,64306;31,2613;-4,381781;4;0;1;1;1;1;0;713;1;0;1;0;0;9;1;1;1
19;Buur Hakaba;7;2019;1670;96,3;2019m7;13;1;3;1;1;0;0;0;1;7,420579;128205;11,76139;2,564949;9;0;1;0;6;0;0;0;2;0;2402;29,071;0,359667;1,69;0,52;1;1,4;0,3364722;0,5247285;35,64306;31,7072;-3,9359;4;0;1;1;0;0;0;714;1;0;0;0;0;3;1;1;1
19;Buur Hakaba;8;2019;1370;79,7;2019m8;11;1;1;1;0;0;0;0;0;7,222566;128205;11,76139;2,397895;3;9;1;1;1;6;0;0;1;2;2402;45,371;0,280667;1,84;0,52;0,98;1,51;0,4121096;0,6097656;35,64306;35,3029;-0,3401184;4;0;1;1;0;0;0;715;1;0;0;0;0;1;0;1;1
19;Buur Hakaba;9;2019;2670;147;2019m9;19;3;3;1;1;0;0;0;1;7,889834;128205;11,76139;2,944439;1;3;0;1;1;1;0;0;0;1;2402;10,792;0,293333;1,57;0,77;0,8;1,37;0,3148108;0,4510756;35,64306;36,0781;0,4350128;4;0;1;1;0;0;0;716;1;0;0;0;0;3;1;1;1
19;Buur Hakaba;10;2019;1900;102,5;2019m10;16;4;1;0;1;0;0;0;0;7,549609;128205;11,76139;2,772589;3;1;1;0;1;1;0;0;1;0;2402;344,39;0,457;2,78;1,08;0,86;2,35;0,8544153;1,022451;35,64306;33,1471;-2,495991;4;0;1;1;0;0;0;717;1;0;0;0;0;1;0;1;1
19;Buur Hakaba;11;2019;2950;169,5;2019m11;17;1;1;0;0;0;0;0;1;7,989561;128205;11,76139;2,833213;1;3;1;1;0;1;0;0;0;1;2402;127,254;0,653333;2,37;1,3;1,15;2,1;0,7419373;0,8628899;35,64306;30,4325;-5,210606;4;0;1;1;0;0;0;718;1;0;0;0;0;1;0;1;1
19;Buur Hakaba;12;2019;1855;110,05;2019m12;12;0;0;0;0;0;0;0;0;7,52564;128205;11,76139;2,484907;1;1;0;1;0;0;0;0;1;0;2402;10,828;0,632;2,37;1,35;1,38;2,11;0,7466879;0,8628899;35,64306;30,7167;-4,926325;4;0;1;1;0;0;0;719;0;0;0;0;0;0;0;1;1
19;Buur Hakaba;1;2020;450;23;2020m1;4;0;0;0;0;0;0;0;0;6,109248;129760;11,77344;1,386294;0;1;0;0;0;0;0;0;0;1;2402;0,033;0,462333;2,12;1,43;1,45;1,94;0,662688;0,751416;35,64306;37,1327;1,489643;4;0;1;1;0;0;0;720;0;0;0;0;0;0;0;1;1
19;Buur Hakaba;2;2020;650;35;2020m2;6;2;1;1;0;0;0;0;0;6,476973;129760;11,77344;1,791759;0;0;0;0;0;0;0;0;0;0;2402;0,11;0,314;1,59;1,34;1,51;1,53;0,4252677;0,463734;35,64306;40,0453;4,402233;4;0;1;1;0;0;0;721;1;0;0;0;0;1;0;1;1
19;Buur Hakaba;3;2020;350;19,5;2020m3;4;8;8;4;2;0;0;0;2;5,857933;129760;11,77344;1,386294;1;0;0;0;1;0;0;0;0;0;2402;70,815;0,294333;2,64;1,38;1,57;2,33;0,8458682;0,9707789;35,64306;40,788;5,144951;4;0;1;1;1;1;0;722;1;0;1;0;0;8;1;1;1
19;Buur Hakaba;4;2020;1050;54;2020m4;11;8;3;1;2;0;0;0;0;6,956545;129760;11,77344;2,397895;8;1;2;0;4;1;0;0;2;0;2402;184,871;0,488333;1,94;1,29;1,6;1,78;0,5766134;0,662688;35,64306;37,3897;1,746655;4;0;1;1;0;1;0;723;1;0;0;0;0;3;1;1;1
19;Buur Hakaba;5;2020;1615;80,75;2020m5;16;5;2;1;1;0;0;0;0;7,38709;129760;11,77344;2,772589;3;8;2;2;1;4;0;0;0;2;2402;45,961;0,696667;1,6;1,18;1,6;1,49;0,3987761;0,4700036;35,64306;31,9123;-3,730793;4;0;1;1;0;0;0;724;1;0;0;0;0;2;0;1;1
19;Buur Hakaba;6;2020;1080;58,4;2020m6;11;2;4;1;1;0;0;0;2;6,984716;129760;11,77344;2,397895;2;3;1;2;1;1;0;0;0;0;2402;41,743;0,426667;1,7;0,89;1,28;1,5;0,4054651;0,5306283;35,64306;31,9491;-3,693943;4;0;1;1;0;0;0;725;1;0;0;0;0;4;1;1;1
19;Buur Hakaba;7;2020;1455;77,55;2020m7;14;1;2;0;1;0;0;0;1;7,282761;129760;11,77344;2,639057;4;2;1;1;1;1;0;0;2;0;2402;161,275;0,355667;2,39;0,6;0,99;1,94;0,662688;0,8712934;35,64306;32,4175;-3,225559;4;0;1;1;0;0;0;726;1;0;0;0;0;2;0;1;1
19;Buur Hakaba;8;2020;1951;100,8;2020m8;11;0;0;0;0;0;0;0;0;7,576097;129760;11,77344;2,397895;2;4;1;1;0;1;0;0;1;2;2402;34,277;0,384333;2,8;0,86;0,99;2,32;0,8415672;1,029619;35,64306;32,8273;-2,815727;4;0;1;1;0;0;0;727;0;0;0;0;0;0;0;1;1
19;Buur Hakaba;9;2020;1290;67,5;2020m9;12;15;4;3;1;0;0;0;0;7,162397;129760;11,77344;2,484907;0;2;0;1;0;0;0;0;0;1;2402;10,715;0,333667;2,13;1,04;1,21;1,86;0,6205765;0,7561221;35,64306;37,4724;1,829327;4;0;1;1;0;1;0;728;1;0;0;0;0;4;1;1;1
19;Buur Hakaba;10;2020;1325;66,25;2020m10;15;0;1;1;0;0;0;0;0;7,189168;129760;11,77344;2,70805;4;0;1;0;3;0;0;0;0;0;2402;151,534;0,411;2;0,85;1,37;1,71;0,5364934;0,6931472;35,64306;36,4765;0,8334084;4;0;1;1;0;0;0;729;1;0;0;0;0;1;0;1;1
19;Buur Hakaba;11;2020;1635;84,6;2020m11;14;2;6;2;1;1;0;0;2;7,399398;129760;11,77344;2,639057;1;4;0;1;1;3;0;0;0;0;2402;92,428;0,709667;2;0,87;1,38;1,72;0,5423243;0,6931472;35,64306;30,5939;-5,049143;4;0;1;1;0;0;0;730;1;0;0;0;0;5;1;1;1
19;Buur Hakaba;12;2020;1770;94,6;2020m12;9;0;1;0;1;0;0;0;0;7,478735;129760;11,77344;2,197225;6;1;1;0;2;1;0;0;2;0;2402;9,047;0,691;1,92;1,06;1,49;1,7;0,5306283;0,6523252;35,64306;34,4758;-1,167271;4;0;1;1;0;0;0;731;1;0;0;0;0;1;0;1;1
